"ext_id","pmid","DOI","out"
"PMC2528254",18802455,"10.1371/journal.pcbi.1000163","http://sourceforge.net/projects/tst"
"PMC2568817",18958153,"10.1371/journal.pone.0003541","http://sourceforge.net/projects/timat2"
"PMC2568856",18974831,"10.1371/journal.pcbi.1000204","http://code.google.com/apis/opensocial/"
"PMC2584142",18728230,"10.2337/db08-0830","http://primer3.sourceforge.net/"
"PMC2605252",19115005,"10.1371/journal.pone.0004076","http://code.google.com/p/cancergenome"
"PMC2605252",19115005,"10.1371/journal.pone.0004076","http://code.google.com/p/cancergenome/"
"PMC2610483",19125200,"10.1371/journal.pone.0004128","http://code.google.com/p/scipy-cluster/"
"PMC2613533",19165316,"10.1371/journal.pcbi.1000268","http://sourceforge.net/projects/oscill8"
"PMC2614491",19014503,"10.1186/gb-2008-9-11-r159","ArrayPlex is available from its project site at sourceforge.net [41]. The ArrayPlex server, client, and command-line modules are included in a single installation package. The ArrayPlex client and the command-line modules are prepared during the process of ArrayPlex server installation such that they are configured to communicate with the ArrayPlex server being installed by the system administrator. Complete source-code is provided for each of the operational components."
"PMC2628591",19169361,"10.3389/neuro.11.008.2008","http://mdp-toolkit.sourceforge.net"
"PMC2628591",19169361,"10.3389/neuro.11.008.2008","http://mdp-toolkit.sourceforge.net/tutorial.html"
"PMC2628591",19169361,"10.3389/neuro.11.008.2008","http://mdp-toolkit.svn.sourceforge.net"
"PMC2628591",19169361,"10.3389/neuro.11.008.2008","http://sourceforge.net/mail/?group_id = 116959"
"PMC2628591",19169361,"10.3389/neuro.11.008.2008","http://rpy.sourceforge.net/"
"PMC2631187",19223996,"10.3352/jeehp.2006.3.4","https://sourceforge.net/projects/irt-cat/"
"PMC2637884",19175941,"10.1186/1471-2180-9-18","http://primer3.sourceforge.net/"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://pyml.sourceforge.net"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://mdp-toolkit.sourceforge.net"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://code.google.com/p/scipy-cluster"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://code.google.com/p/pyfsio"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://niftilib.sourceforge.net/pynifti"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://pyepl.sourceforge.net"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://rpy.sourceforge.net"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://mlabwrap.sourceforge.net"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://matplotlib.sourceforge.net"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://sourceforge.net/projects/pyexcelerator"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://code.google.com/p/scipy-cluster/"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://klustakwik.sourceforge.net"
"PMC2638552",19212459,"10.3389/neuro.11.003.2009","http://klusters.sourceforge.net"
"PMC2639003",19033274,"10.1093/bioinformatics/btn615","http://sourceforge.net/projects/geneontology/"
"PMC2639003",19033274,"10.1093/bioinformatics/btn615","http://sourceforge.net/tracker/?group_id=36855&atid=494390"
"PMC2639003",19033274,"10.1093/bioinformatics/btn615","http://sourceforge.net/tracker/?group_id=36855&atid=908269"
"PMC2647335",19242557,"10.3389/neuro.11.004.2009","http://code.google.com/p/pyentropy/"
"PMC2647335",19242557,"10.3389/neuro.11.004.2009","http://nsb-entropy.sourceforge.net/"
"PMC2647335",19242557,"10.3389/neuro.11.004.2009","http://instantsoap.sourceforge.net/"
"PMC2647335",19242557,"10.3389/neuro.11.004.2009","http://mlabwrap.sourceforge.net/"
"PMC2647839",19168913,"10.1093/bioinformatics/btp017","http://sourceforge.net/projects/associationview/"
"PMC2650623",18334514,"10.1093/dnares/dsn001","http://primer3.sourceforge.net/"
"PMC2652358",18558668,"10.1021/jm8001197","http://sourceforge.net/projects/gcsf"
"PMC2653552",19278298,"10.1371/journal.pbio.1000056","http://code.google.com/p/lagrange"
"PMC2654509",19325878,"10.1371/journal.ppat.1000221","http://sourceforge.net/projects/pymol"
"PMC2654546",19220920,"10.1186/1472-6947-9-13","http://sourceforge.net/projects/biosunms/"
"PMC2657608",19193258,"10.3201/eid1502.071269","http://primer3.sourceforge.net"
"PMC2660880",19254921,"10.1093/bioinformatics/btp097","https://sourceforge.net/projects/diyg/"
"PMC2663789",19381256,"10.1371/journal.pcbi.1000361","http://code.google.com/apis/maps/index.html"
"PMC2663789",19381256,"10.1371/journal.pcbi.1000361","http://biocreative.sourceforge.net/"
"PMC2665020",19380316,"10.1098/rsta.2009.0025","http://libmesh.sourceforge.net"
"PMC2665020",19380316,"10.1098/rsta.2009.0025","http://sourceforge.net/projects/opencmiss"
"PMC2670836",19284580,"10.1186/1471-2180-9-53","http://primer3.sourceforge.net/"
"PMC2671203",19221094,"10.1093/dnares/dsp001","http://sourceforge.net/projects/codonw/"
"PMC2673419",19223324,"10.1093/nar/gkp056","http://sourceforge.net/projects/rdml/"
"PMC2677739",19420069,"10.1093/bioinformatics/btp142","http://code.google.com/p/mydas/"
"PMC2682580",19479075,"10.1371/journal.pone.0005657","http://primer3.sourceforge.net"
"PMC2684128",NA,NA,"http://sourceforge.net/projects/jebl/"
"PMC2684128",NA,NA,"http://sourceforge.net/projects/bionexus"
"PMC2684128",NA,NA,"http://sourceforge.net/projects/jebl"
"PMC2686430",18981051,"10.1093/nar/gkn840","http://code.google.com/apis/maps/"
"PMC2686481",19036787,"10.1093/nar/gkn939","http://sybil.sourceforge.net/"
"PMC2686481",19036787,"10.1093/nar/gkn939","https://sourceforge.net/projects/huref"
"PMC2686529",19015125,"10.1093/nar/gkn889","http://sourceforge.net/project/showfiles.php?group_id=120325"
"PMC2686580",18948277,"10.1093/nar/gkn729","http://code.google.com/p/rnavirusdb"
"PMC2689933",19543371,"10.1371/journal.pgen.1000523","http://primer3.sourceforge.net/"
"PMC2691987",19543381,"10.1371/journal.pcbi.1000406","http://sourceforge.net/projects/barnacle-rna/"
"PMC2703975",19528066,"10.1093/nar/gkp404","http://sourceforge.net/projects/omicbrowse/"
"PMC2705234",19451168,"10.1093/bioinformatics/btp324","http://maq.sourceforge.net"
"PMC2705234",19451168,"10.1093/bioinformatics/btp324","http://code.google.com/p/re-seq"
"PMC2705234",19451168,"10.1093/bioinformatics/btp324","http://samtools.sourceforge.net"
"PMC2706651",19623245,"10.3389/neuro.11.015.2009","http://sourceforge.net/projects/steps"
"PMC2706651",19623245,"10.3389/neuro.11.015.2009","http://moose.sourceforge.net"
"PMC2709477",19662140,"10.2174/1874104500802010016","http://sourceforge.net/projects/simdock/ "
"PMC2710522",19662154,"10.1371/journal.pcbi.1000438","http://code.google.com/p/sbpipeline/wiki/DataRail"
"PMC2712333",19420054,"10.1093/bioinformatics/btp268","http://code.google.com/webtoolkit"
"PMC2712337",19417059,"10.1093/bioinformatics/btp300","http://github.com/semin/ulla"
"PMC2714443",19452216,"10.1007/s00335-009-9187-4","http://bowtie-bio.sourceforge.net"
"PMC2714443",19452216,"10.1007/s00335-009-9187-4","http://maq.sourceforge.net"
"PMC2714443",19452216,"10.1007/s00335-009-9187-4","http://mummer.sourceforge.net/"
"PMC2714443",19452216,"10.1007/s00335-009-9187-4","http://maq.sourceforge.net/bwa-man.shtml"
"PMC2714443",19452216,"10.1007/s00335-009-9187-4","http://sourceforge.net/projects/vcake"
"PMC2714472",19649250,"10.1371/journal.pone.0006447","http://code.google.com/apis/gadgets/"
"PMC2718666",18480101,"10.1093/bioinformatics/btn203","http://code.google.com/p/wcdest"
"PMC2718666",18480101,"10.1093/bioinformatics/btn203","http://sary.sourceforge.net"
"PMC2722731",19714205,"10.1371/journal.pgen.1000623","http://code.google.com/p/glu-genetics/"
"PMC2729377",19714244,"10.1371/journal.pone.0006772","http://sourceforge.net/projects/jtreeview/"
"PMC2730820",19637062,"10.1080/03008200902846270","http://primer3.sourceforge.net/"
"PMC2742196",19756158,"10.1371/journal.pcbi.1000498","https://sourceforge.net/projects/p53cancerrescue/files/"
"PMC2746122",19826470,"10.3389/neuro.11.027.2009","http://sourceforge.net/projects/camba/"
"PMC2752623",19675096,"10.1093/bioinformatics/btp486","http://code.google.com/p/perm/"
"PMC2756586",19816605,"10.1371/journal.pone.0007370","http://sourceforge.net/projects/circonspect/"
"PMC2759552",19654113,"10.1093/bioinformatics/btp472","http://genoviz.sourceforge.net"
"PMC2760777",19847297,"10.1371/journal.pone.0007522","http://sourceforge.net/cprojects/seq2svm"
"PMC2760777",19847297,"10.1371/journal.pone.0007522","http://sourceforge.net/projects/cseq2svm"
"PMC2760777",19847297,"10.1371/journal.pone.0007522","Certainly other sources of bias and error exist in the present study, but the intention here is to help determine to what degree the choice of machine learning technique and feature mapping method might produce different results in modeling siRNA effectiveness, possibly accounting for some of the heterogeneity seen in previously published studies modeling siRNA activity and what features produce maximally predictive models. These features have then been interpreted as the most relevant, but this interpretation needs to be placed clearly in the light of their relevance to a model's predictability and not necessarily of their biological relevance. The methods and techniques presented here are all available for download from sourceforge.net (http://sourceforge.net/projects/seq2svm/) as a group of C++ classes and interfaces for their execution. Finally, to provide access to additional data mining and learning techniques in a graphical interface, there is also an executable that transforms a siRNA dataset, by various methods, into an attribute-relation file format (ARFF), appropriate for use in the Waikato environment for knowledge analysis (WEKA)."
"PMC2760777",19847297,"10.1371/journal.pone.0007522","http://sourceforge.net/projects/seq2svm/"
"PMC2762599",19885390,"10.1371/journal.pbio.1000236","http://code.google.com/p/weblogo/"
"PMC2762850",19632979,"10.2196/jmir.1142","http://code.google.com/apis/opensocial"
"PMC2770834",19907644,"10.1371/journal.pone.0007710","http://code.google.com/intl/en/apis/chart/"
"PMC2773255",19734151,"10.1093/bioinformatics/btp523","http://saint-annotate.sourceforge.net"
"PMC2773255",19734151,"10.1093/bioinformatics/btp523","http://code.google.com/webtoolkit/"
"PMC2777234",19809795,"10.1007/s10858-009-9378-z","http://code.google.com/p/nmrrestrntsgrid/issues/list"
"PMC2777234",19809795,"10.1007/s10858-009-9378-z","http://code.google.com/p/nmrrestrntsgrid/source/browse/trunk/nmrrestrntsgrid/data/problemEntryList.csv?r=161"
"PMC2777234",19809795,"10.1007/s10858-009-9378-z","http://code.google.com/p/nmrrestrntsgrid"
"PMC2778717",19644707,"10.1007/s00439-009-0723-9","http://code.google.com/p/glu-genetics/"
"PMC2779611",20165517,"10.3885/meo.2009.t0000135","sourceforge.net"
"PMC2779611",20165517,"10.3885/meo.2009.t0000135","http://audacity.sourceforge.net/"
"PMC2779736",19881494,"10.1038/nbt.1583","http://primer3.sourceforge.net/"
"PMC2779736",19881494,"10.1038/nbt.1583","http://code.google.com/p/atlas-snp/"
"PMC2781106",20011103,"10.1371/journal.pcbi.1000593","http://sourceforge.net/projects/gaas/"
"PMC2781106",20011103,"10.1371/journal.pcbi.1000593","http://sourceforge.net/projects/biogrinder"
"PMC2781827",19909532,"10.1186/1471-2164-10-520","http://sourceforge.net/projects/estscan"
"PMC2784483",19922619,"10.1186/1471-2164-10-537","http://sourceforge.net/projects/free2bind/"
"PMC2784930",20019791,"10.1371/journal.pcbi.1000608","http://code.google.com/p/pygr/"
"PMC2785426",19997615,"10.1371/journal.pone.0008206","http://sourceforge.net/projects/mireap"
"PMC2786911",19925684,"10.1186/1471-2164-10-546","http://sourceforge.net/projects/amen/"
"PMC2789070",19919683,"10.1186/1752-0509-3-109","http://code.google.com/p/dasminer/"
"PMC2790609",20016837,"10.1371/journal.pone.0008183","http://sourceforge.net/projects/jtreeview/"
"PMC2791169",20041221,"10.1371/journal.pcbi.1000589","http://rpy.sourceforge.net/"
"PMC2791169",20041221,"10.1371/journal.pcbi.1000589","http://code.google.com/p/pystream/"
"PMC2793378",19823874,"10.1007/s00439-009-0751-5","http://code.google.com/p/glu-genetics/"
"PMC2796170",20062525,"10.1371/journal.ppat.1000711","http://sourceforge.net/projects/rdp-classifier"
"PMC2796726",20046457,"10.3352/jeehp.2009.6.4","sourceforge.net"
"PMC2796726",20046457,"10.3352/jeehp.2009.6.4","http://sourceforge.net/projects/irt-cat/files"
"PMC2797082",20052285,"10.1371/journal.pone.0008468","http://primer3.sourceforge.net"
"PMC2797552",19710709,"10.1038/ismej.2009.97","http://sourceforge.net/projects/pycogent"
"PMC2798054",18197467,"10.1007/s10928-007-9081-1","https://sourceforge.net/project/showfiles.php?group_id=29501&package_id=140129&release_id=538680"
"PMC2802565",19914901,"10.2196/jmir.1225","http://code.google.com/p/openmeetings/"
"PMC2804666",20017957,"10.1186/1471-2164-10-618","http://code.google.com/p/genetrack/"
"PMC2804685",20028527,"10.1186/1471-2105-10-441","http://sourceforge.net/projects/openflashchart/"
"PMC2804685",20028527,"10.1186/1471-2105-10-441","http://adodb.sourceforge.net"
"PMC2804685",20028527,"10.1186/1471-2105-10-441","http://sourceforge.net/projects/gmod/"
"PMC2806359",20051126,"10.1186/1471-2105-11-7","http://sourceforge.net/projects/jep/"
"PMC2806359",20051126,"10.1186/1471-2105-11-7","http://browserlaunch2.sourceforge.net/"
"PMC2808875",20007151,"10.1093/nar/gkp958","https://sourceforge.net/projects/microbiomeutil"
"PMC2808887",19858099,"10.1093/nar/gkp916","http://sourceforge.net/projects/pdbsam"
"PMC2808887",19858099,"10.1093/nar/gkp916","http://jmol.sourceforge.net/"
"PMC2808925",19843611,"10.1093/nar/gkp850","http://sourceforge.net/projects/coati-api/"
"PMC2808925",19843611,"10.1093/nar/gkp850","http://sourceforge.net/projects/pathema"
"PMC2808931",19933761,"10.1093/nar/gkp1007","http://sourceforge.net/projects/EuroPhenome/"
"PMC2808934",19850723,"10.1093/nar/gkp878","http://code.google.com/p/intact/wiki/GettingStarted"
"PMC2808934",19850723,"10.1093/nar/gkp878","http://code.google.com/p/intact/wiki/LocalInstall"
"PMC2808947",19892825,"10.1093/nar/gkp912","https://sourceforge.net/projects/prokfunautoanno/"
"PMC2808973",19897547,"10.1093/nar/gkp983","http://imex.sourceforge.net/"
"PMC2808973",19897547,"10.1093/nar/gkp983","http://imex.sourceforge.net/doc/imex-curationManual.doc"
"PMC2808973",19897547,"10.1093/nar/gkp983","http://code.google.com/p/psimi/wiki/PsimiTabFormat"
"PMC2808973",19897547,"10.1093/nar/gkp983","http://code.google.com/p/psimi/issues/detail?id"
"PMC2808973",19897547,"10.1093/nar/gkp983","http://code.google.com/p/psicquic/"
"PMC2808975",19793867,"10.1093/nar/gkp801","http://sourceforge.net/projects/glean-gene"
"PMC2809323",20098590,"10.1186/1759-4499-1-3","http://code.google.com/apis/wave/guide.html"
"PMC2809941",19789925,"10.1007/s10278-009-9242-4","http://code.google.com/p/iui"
"PMC2809941",19789925,"10.1007/s10278-009-9242-4","http://code.google.com/android/adc"
"PMC2812474",20042072,"10.1186/1471-2164-10-638","http://www.primer3.sourceforge.net"
"PMC2812947",20003301,"10.1186/gb-2009-10-12-r140","http://code.google.com/p/fast-random-forest/"
"PMC2816861",20142985,"10.1186/1758-2946-1-2","http://sourceforge.net/projects/jcamp-dx/"
"PMC2816861",20142985,"10.1186/1758-2946-1-2","http://cml.sourceforge.net/"
"PMC2817303",19608593,"10.1098/rspb.2009.0875","http://sourceforge.net/projects/genome-tools/"
"PMC2817386",20145717,"10.1155/2010/785279","http://math-atlas.sourceforge.net/"
"PMC2817386",20145717,"10.1155/2010/785279","http://sourceforge.net/projects/biosig/"
"PMC2817418",20333191,"10.1093/gbe/evp023","http://sourceforge.net/projects/repclass/"
"PMC2817707",20042093,"10.1186/1471-2105-10-452","http://sourceforge.net/projects/skittle/"
"PMC2820492",20150995,"10.1186/1758-2946-1-14","http://sourceforge.net/projects/joelib/"
"PMC2820494",20298520,"10.1186/1758-2946-1-16","http://sourceforge.net/projects/shapega"
"PMC2820494",20298520,"10.1186/1758-2946-1-16","https://sourceforge.net/projects/mm3java/files/mm3java-preprint.pdf/download"
"PMC2820494",20298520,"10.1186/1758-2946-1-16","http://openbabel.sourceforge.net/wiki/"
"PMC2820496",20150997,"10.1186/1758-2946-1-18","http://sourceforge.net/projects/mzmine/"
"PMC2820498",20298522,"10.1186/1758-2946-1-20","http://sourceforge.net/projects/jchempaint/"
"PMC2820498",20298522,"10.1186/1758-2946-1-20","http://sourceforge.net/projects/jmoldraw/"
"PMC2820498",20298522,"10.1186/1758-2946-1-20","http://sourceforge.net/projects/mcdl/"
"PMC2820498",20298522,"10.1186/1758-2946-1-20","https://github.com/chemhack/jsmoleditor/"
"PMC2824681",20051127,"10.1186/1471-2105-11-8","https://sourceforge.net/projects/gensim"
"PMC2824801",20174560,"10.1371/journal.pone.0009314","http://code.google.com/apis/opensocial/"
"PMC2826291",20067612,"10.1186/1472-6947-10-1","http://code.google.com/p/spatiotemporal-zoning/"
"PMC2827360",20298528,"10.1186/1758-2946-2-1","http://sourceforge.net/projects/jmoldraw/"
"PMC2827360",20298528,"10.1186/1758-2946-2-1","http://sourceforge.net/projects/mcdl/"
"PMC2827360",20298528,"10.1186/1758-2946-2-1","http://sourceforge.net/projects/sketchel/"
"PMC2827360",20298528,"10.1186/1758-2946-2-1","https://github.com/chemhack/jsmoleditor/"
"PMC2827360",20298528,"10.1186/1758-2946-2-1","http://blueobelisk.sourceforge.net/wiki/Main_Page"
"PMC2827360",20298528,"10.1186/1758-2946-2-1","http://sourceforge.net/apps/mediawiki/cdk/index.php?title=Main_Page"
"PMC2827360",20298528,"10.1186/1758-2946-2-1","http://jmol.sourceforge.net/"
"PMC2827374",20132550,"10.1186/1471-2105-11-74","http://sourceforge.net/projects/cnv"
"PMC2827374",20132550,"10.1186/1471-2105-11-74","http://cnv.sourceforge.net/"
"PMC2827471",20089196,"10.1186/1471-2199-11-8","http://primer3.sourceforge.net/"
"PMC2828438",20109184,"10.1186/1471-2105-11-61","http://sourceforge.net/project/showfiles.php?group_id=129506&package_id=141931&release_id=307994"
"PMC2829038",20152048,"10.1186/1471-2148-10-42","http://code.google.com/p/phylogenetics/"
"PMC2832824",20110278,"10.1093/bioinformatics/btq033","http://code.google.com/p/bedtools"
"PMC2832824",20110278,"10.1093/bioinformatics/btq033","http://sourceforge.net/projects/bamtools/"
"PMC2834675",20334628,"10.1186/1759-4499-2-2","http://sourceforge.net/projects/lgl"
"PMC2836304",20149233,"10.1186/1471-2105-11-85","http://linnaeus.sourceforge.net/"
"PMC2836304",20149233,"10.1186/1471-2105-11-85","http://sourceforge.net/projects/taxongrab/"
"PMC2836304",20149233,"10.1186/1471-2105-11-85","http://code.google.com/p/taxon-finder/"
"PMC2837031",20167070,"10.1186/1471-2105-11-93","http://github.com/danmaclean/NiBLS"
"PMC2837192",NA,NA,"http://sourceforge.net/"
"PMC2838837",20199681,"10.1186/1476-072x-9-14","http://code.google.com/p/cartagen"
